"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"18472",99911916,"English11916",9,"AboriginalNeeds",2,-1,2,6,"BC","lessthan5",36,"female","graduate","morethan20","no","no","green",4,7,"25to34",280779.641651759,"<500km",1,"none","none",29.5
"18474",99911916,"English11916",7,"CarbonStorage",4,-1,2,7,"BC","lessthan5",36,"female","graduate","morethan20","no","no","green",4,7,"25to34",280779.641651759,"<500km",1,"none","none",29.5
"18476",99911916,"English11916",8,"NonFoodProducts",3,-1,2,8,"BC","lessthan5",36,"female","graduate","morethan20","no","no","green",4,7,"25to34",280779.641651759,"<500km",1,"none","none",29.5
"18478",99911916,"English11916",2,"AboriginalNeeds",2,-1,2,9,"BC","lessthan5",36,"female","graduate","morethan20","no","no","green",4,7,"25to34",280779.641651759,"<500km",1,"none","none",29.5
"18480",99911916,"English11916",1,"NonFoodProducts",3,-1,2,10,"BC","lessthan5",36,"female","graduate","morethan20","no","no","green",4,7,"25to34",280779.641651759,"<500km",1,"none","none",29.5
"18482",99911918,"English11918",5,"Biodiversity",10,-1,2,1,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18484",99911918,"English11918",6,"NonFoodProducts",3,-1,2,2,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18486",99911918,"English11918",2,"Biodiversity",10,-1,2,3,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18488",99911918,"English11918",7,"CarbonStorage",4,-1,2,4,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18490",99911918,"English11918",8,"NonFoodProducts",3,-1,2,5,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18492",99911918,"English11918",9,"CarbonStorage",4,-1,2,6,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18494",99911918,"English11918",4,"CarbonStorage",4,-1,2,7,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18496",99911918,"English11918",1,"Biodiversity",10,-1,2,8,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18498",99911918,"English11918",10,"CarbonStorage",4,-1,2,9,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18500",99911918,"English11918",3,"CarbonStorage",4,-1,2,10,"MR","5to9",18,"male","graduate","morethan20","no","no","liberal",3,5,"25to34",6852.15625443628,"<100km",1,"none","none",29.5
"18502",99911919,"English11919",6,"IconicPlacesandSpecies",8,-1,2,1,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18504",99911919,"English11919",9,"TourismandRecreation",7,-1,2,2,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18506",99911919,"English11919",3,"IconicPlacesandSpecies",8,-1,2,3,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18508",99911919,"English11919",7,"TourismandRecreation",7,-1,2,4,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18510",99911919,"English11919",4,"CarbonStorage",4,-1,2,5,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18512",99911919,"English11919",10,"CarbonStorage",4,-1,2,6,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18514",99911919,"English11919",2,"AboriginalNeeds",2,-1,2,7,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18516",99911919,"English11919",1,"TourismandRecreation",7,-1,2,8,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18518",99911919,"English11919",8,"Foodprovision",1,-1,2,9,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18520",99911919,"English11919",5,"CoastalProtection",5,-1,2,10,"ON","none",52,"male","bachelors","morethan20","no","no","green",6,7,"45to54",884583.963571472,">1000km",1,"none","none",49.5
"18522",99911920,"English11920",8,"NonFoodProducts",3,-1,2,1,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18524",99911920,"English11920",1,"NonFoodProducts",3,-1,2,2,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18526",99911920,"English11920",2,"Biodiversity",10,-1,2,3,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18528",99911920,"English11920",10,"Biodiversity",10,-1,2,4,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18530",99911920,"English11920",5,"Biodiversity",10,-1,2,5,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18532",99911920,"English11920",7,"CarbonStorage",4,-1,2,6,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18534",99911920,"English11920",4,"CarbonStorage",4,-1,2,7,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18536",99911920,"English11920",6,"NonFoodProducts",3,-1,2,8,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18538",99911920,"English11920",9,"CarbonStorage",4,-1,2,9,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18540",99911920,"English11920",3,"NonFoodProducts",3,-1,2,10,"BC","lessthan5",4.5,"female","HS","morethan20","no","no","noparty",3,3,"45to54",11845.3558127352,"<100km",1,"none","none",49.5
"18542",99911922,"English11922",10,"TourismandRecreation",7,-1,2,1,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18544",99911922,"English11922",6,"NonFoodProducts",3,-1,2,2,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18546",99911922,"English11922",5,"CoastalLivelihoods",6,-1,2,3,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18548",99911922,"English11922",3,"NonFoodProducts",3,-1,2,4,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18550",99911922,"English11922",4,"CoastalLivelihoods",6,-1,2,5,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18552",99911922,"English11922",9,"TourismandRecreation",7,-1,2,6,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18554",99911922,"English11922",7,"TourismandRecreation",7,-1,2,7,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18556",99911922,"English11922",8,"CoastalLivelihoods",6,-1,2,8,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18558",99911922,"English11922",2,"AboriginalNeeds",2,-1,2,9,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18560",99911922,"English11922",1,"NonFoodProducts",3,-1,2,10,"ON","none",4.5,"female","bachelors","morethan20","no","no","dontknow",2,5,"25to34",886733.453485854,">1000km",1,"none","none",29.5
"18562",99911923,"English11923",2,"AboriginalNeeds",2,-1,2,1,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18564",99911923,"English11923",1,"TourismandRecreation",7,-1,2,2,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18566",99911923,"English11923",3,"CarbonStorage",4,-1,2,3,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18568",99911923,"English11923",7,"TourismandRecreation",7,-1,2,4,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18570",99911923,"English11923",8,"CoastalLivelihoods",6,-1,2,5,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18572",99911923,"English11923",4,"AboriginalNeeds",2,-1,2,6,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18574",99911923,"English11923",10,"TourismandRecreation",7,-1,2,7,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18576",99911923,"English11923",9,"AboriginalNeeds",2,-1,2,8,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18578",99911923,"English11923",5,"AboriginalNeeds",2,-1,2,9,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18580",99911923,"English11923",6,"AboriginalNeeds",2,-1,2,10,"PR","none",18,"male","college","morethan20","no","no","green",7,6,"45to54",1003908.64774708,">1000km",1,"none","none",49.5
"18582",99911924,"English11924",5,"AboriginalNeeds",2,-1,2,1,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18584",99911924,"English11924",6,"AboriginalNeeds",2,-1,2,2,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18586",99911924,"English11924",2,"AboriginalNeeds",2,-1,2,3,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18588",99911924,"English11924",7,"TourismandRecreation",7,-1,2,4,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18590",99911924,"English11924",8,"IconicPlacesandSpecies",8,-1,2,5,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18592",99911924,"English11924",9,"AboriginalNeeds",2,-1,2,6,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18594",99911924,"English11924",4,"AboriginalNeeds",2,-1,2,7,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18596",99911924,"English11924",1,"TourismandRecreation",7,-1,2,8,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18598",99911924,"English11924",10,"TourismandRecreation",7,-1,2,9,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18600",99911924,"English11924",3,"NonFoodProducts",3,-1,2,10,"ON","none",18,"male","bachelors","morethan20","no","no","liberal",3,6,"25to34",796534.211030743,">1000km",1,"none","none",29.5
"18602",99911925,"English11925",6,"IconicPlacesandSpecies",8,-1,2,1,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18604",99911925,"English11925",9,"CarbonStorage",4,-1,2,2,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18606",99911925,"English11925",3,"CarbonStorage",4,-1,2,3,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18608",99911925,"English11925",7,"IconicPlacesandSpecies",8,-1,2,4,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18610",99911925,"English11925",4,"CarbonStorage",4,-1,2,5,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18612",99911925,"English11925",10,"CarbonStorage",4,-1,2,6,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18614",99911925,"English11925",2,"IconicPlacesandSpecies",8,-1,2,7,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18616",99911925,"English11925",1,"CoastalProtection",5,-1,2,8,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18618",99911925,"English11925",8,"IconicPlacesandSpecies",8,-1,2,9,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18620",99911925,"English11925",5,"Biodiversity",10,-1,2,10,"PR","none",9,"female","HS","morethan20","no","no","noresponse",2,2,"45to54",NA,">1000km",2,"none","none",49.5
"18622",99911932,"English11932",2,"Foodprovision",1,-1,2,1,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18624",99911932,"English11932",1,"NonFoodProducts",3,-1,2,2,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18626",99911932,"English11932",10,"CoastalLivelihoods",6,-1,2,3,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18628",99911932,"English11932",4,"Foodprovision",1,-1,2,4,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18630",99911932,"English11932",3,"NonFoodProducts",3,-1,2,5,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18632",99911932,"English11932",8,"NonFoodProducts",3,-1,2,6,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18634",99911932,"English11932",7,"TourismandRecreation",7,-1,2,7,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18636",99911932,"English11932",9,"NonFoodProducts",3,-1,2,8,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18638",99911932,"English11932",5,"AboriginalNeeds",2,-1,2,9,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18640",99911932,"English11932",6,"NonFoodProducts",3,-1,2,10,"ON","morethan100",9,"female","bachelors","morethan20","no","no","liberal",6,5,"45to54",737766.288221617,">1000km",2,"none","none",49.5
"18642",99911933,"English11933",10,"Foodprovision",1,-1,2,1,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18644",99911933,"English11933",8,"NonFoodProducts",3,-1,2,2,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18646",99911933,"English11933",6,"NonFoodProducts",3,-1,2,3,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18648",99911933,"English11933",3,"NonFoodProducts",3,-1,2,4,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18650",99911933,"English11933",4,"AboriginalNeeds",2,-1,2,5,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18652",99911933,"English11933",5,"AboriginalNeeds",2,-1,2,6,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18654",99911933,"English11933",2,"AboriginalNeeds",2,-1,2,7,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18656",99911933,"English11933",1,"TourismandRecreation",7,-1,2,8,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18658",99911933,"English11933",9,"NonFoodProducts",3,-1,2,9,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18660",99911933,"English11933",7,"TourismandRecreation",7,-1,2,10,"ON","none",36,"female","bachelors","morethan20","no","yes","green",1,5,"20to24",373972.219031743,"<500km",3,"none","none",22
"18662",99911934,"English11934",3,"NonFoodProducts",3,-1,2,1,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18664",99911934,"English11934",4,"AboriginalNeeds",2,-1,2,2,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18666",99911934,"English11934",6,"NonFoodProducts",3,-1,2,3,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18668",99911934,"English11934",8,"NonFoodProducts",3,-1,2,4,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18670",99911934,"English11934",2,"AboriginalNeeds",2,-1,2,5,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18672",99911934,"English11934",5,"Biodiversity",10,-1,2,6,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18674",99911934,"English11934",10,"CarbonStorage",4,-1,2,7,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18676",99911934,"English11934",9,"NonFoodProducts",3,-1,2,8,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18678",99911934,"English11934",1,"NonFoodProducts",3,-1,2,9,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18680",99911934,"English11934",7,"CarbonStorage",4,-1,2,10,"MR","5to9",18,"female","somepost","morethan20","dontknow","dontknow","CPC",2,5,"45to54",1357.47496778735,"<100km",2,"none","none",49.5
"18682",99911935,"English11935",2,"AboriginalNeeds",2,-1,2,1,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18684",99911935,"English11935",5,"AboriginalNeeds",2,-1,2,2,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18686",99911935,"English11935",3,"NonFoodProducts",3,-1,2,3,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18688",99911935,"English11935",7,"TourismandRecreation",7,-1,2,4,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18690",99911935,"English11935",6,"NonFoodProducts",3,-1,2,5,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18692",99911935,"English11935",1,"NonFoodProducts",3,-1,2,6,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18694",99911935,"English11935",10,"TourismandRecreation",7,-1,2,7,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18696",99911935,"English11935",8,"NonFoodProducts",3,-1,2,8,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18698",99911935,"English11935",9,"AboriginalNeeds",2,-1,2,9,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18700",99911935,"English11935",4,"AboriginalNeeds",2,-1,2,10,"MR","10to29",52,"male","college","morethan20","no","no","NDP",7,5,"25to34",NA,">1000km",3,"none","none",29.5
"18702",99911937,"English11937",4,"AboriginalNeeds",2,-1,2,1,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18704",99911937,"English11937",7,"TourismandRecreation",7,-1,2,2,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18706",99911937,"English11937",8,"NonFoodProducts",3,-1,2,3,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18708",99911937,"English11937",6,"NonFoodProducts",3,-1,2,4,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18710",99911937,"English11937",1,"NonFoodProducts",3,-1,2,5,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18712",99911937,"English11937",3,"NonFoodProducts",3,-1,2,6,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18714",99911937,"English11937",10,"TourismandRecreation",7,-1,2,7,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18716",99911937,"English11937",9,"NonFoodProducts",3,-1,2,8,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18718",99911937,"English11937",5,"AboriginalNeeds",2,-1,2,9,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18720",99911937,"English11937",2,"AboriginalNeeds",2,-1,2,10,"ON","none",52,"female","bachelors","morethan20","no","no","noresponse",9,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"18722",99911938,"English11938",8,"NonFoodProducts",3,-1,2,1,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18724",99911938,"English11938",1,"CoastalProtection",5,-1,2,2,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18726",99911938,"English11938",7,"CarbonStorage",4,-1,2,3,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18728",99911938,"English11938",2,"AboriginalNeeds",2,-1,2,4,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18730",99911938,"English11938",6,"NonFoodProducts",3,-1,2,5,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18732",99911938,"English11938",10,"CarbonStorage",4,-1,2,6,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18734",99911938,"English11938",3,"NonFoodProducts",3,-1,2,7,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18736",99911938,"English11938",9,"AboriginalNeeds",2,-1,2,8,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18738",99911938,"English11938",5,"AboriginalNeeds",2,-1,2,9,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18740",99911938,"English11938",4,"AboriginalNeeds",2,-1,2,10,"ON","5to9",52,"male","HS","11to20","no","no","green",3,3,"25to34",716495.759743972,">1000km",3,"comfish","extract",29.5
"18742",99911939,"English11939",1,"Biodiversity",10,-1,2,1,"PR","none",52,"female","bachelors","morethan20","no","yes","CPC",6,5,"25to34",1022308.43476746,">1000km",1,"none","none",29.5
"18744",99911939,"English11939",3,"Biodiversity",10,-1,2,2,"PR","none",52,"female","bachelors","morethan20","no","yes","CPC",6,5,"25to34",1022308.43476746,">1000km",1,"none","none",29.5
"18746",99911939,"English11939",4,"CoastalLivelihoods",6,-1,2,3,"PR","none",52,"female","bachelors","morethan20","no","yes","CPC",6,5,"25to34",1022308.43476746,">1000km",1,"none","none",29.5
"18748",99911939,"English11939",6,"CoastalLivelihoods",6,-1,2,4,"PR","none",52,"female","bachelors","morethan20","no","yes","CPC",6,5,"25to34",1022308.43476746,">1000km",1,"none","none",29.5
"18750",99911939,"English11939",9,"CleanWaters",9,-1,2,5,"PR","none",52,"female","bachelors","morethan20","no","yes","CPC",6,5,"25to34",1022308.43476746,">1000km",1,"none","none",29.5
"18752",99911939,"English11939",10,"Biodiversity",10,-1,2,6,"PR","none",52,"female","bachelors","morethan20","no","yes","CPC",6,5,"25to34",1022308.43476746,">1000km",1,"none","none",29.5
"18754",99911939,"English11939",7,"IconicPlacesandSpecies",8,-1,2,7,"PR","none",52,"female","bachelors","morethan20","no","yes","CPC",6,5,"25to34",1022308.43476746,">1000km",1,"none","none",29.5
"18756",99911939,"English11939",2,"IconicPlacesandSpecies",8,-1,2,8,"PR","none",52,"female","bachelors","morethan20","no","yes","CPC",6,5,"25to34",1022308.43476746,">1000km",1,"none","none",29.5
"18758",99911939,"English11939",5,"Biodiversity",10,-1,2,9,"PR","none",52,"female","bachelors","morethan20","no","yes","CPC",6,5,"25to34",1022308.43476746,">1000km",1,"none","none",29.5
