"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"14503",99911616,"English11616",3,"CoastalProtection",5,1,1,2,"ON","5to9",0,"female","HS","morethan20","no","no","dontknow",9,6,"35to44",904151.160863305,">1000km",2,"none","none",39.5
"14505",99911616,"English11616",6,"IconicPlacesandSpecies",8,1,1,3,"ON","5to9",0,"female","HS","morethan20","no","no","dontknow",9,6,"35to44",904151.160863305,">1000km",2,"none","none",39.5
"14507",99911616,"English11616",9,"CleanWaters",9,1,1,4,"ON","5to9",0,"female","HS","morethan20","no","no","dontknow",9,6,"35to44",904151.160863305,">1000km",2,"none","none",39.5
"14509",99911616,"English11616",2,"CleanWaters",9,1,1,5,"ON","5to9",0,"female","HS","morethan20","no","no","dontknow",9,6,"35to44",904151.160863305,">1000km",2,"none","none",39.5
"14511",99911616,"English11616",7,"CoastalProtection",5,1,1,6,"ON","5to9",0,"female","HS","morethan20","no","no","dontknow",9,6,"35to44",904151.160863305,">1000km",2,"none","none",39.5
"14513",99911616,"English11616",8,"CleanWaters",9,1,1,7,"ON","5to9",0,"female","HS","morethan20","no","no","dontknow",9,6,"35to44",904151.160863305,">1000km",2,"none","none",39.5
"14515",99911616,"English11616",5,"CoastalProtection",5,1,1,8,"ON","5to9",0,"female","HS","morethan20","no","no","dontknow",9,6,"35to44",904151.160863305,">1000km",2,"none","none",39.5
"14517",99911616,"English11616",10,"Biodiversity",10,1,1,9,"ON","5to9",0,"female","HS","morethan20","no","no","dontknow",9,6,"35to44",904151.160863305,">1000km",2,"none","none",39.5
"14519",99911616,"English11616",4,"CoastalProtection",5,1,1,10,"ON","5to9",0,"female","HS","morethan20","no","no","dontknow",9,6,"35to44",904151.160863305,">1000km",2,"none","none",39.5
"14521",99911617,"English11617",7,"CleanWaters",9,1,1,1,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14523",99911617,"English11617",10,"Foodprovision",1,1,1,2,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14525",99911617,"English11617",1,"Foodprovision",1,1,1,3,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14527",99911617,"English11617",9,"CleanWaters",9,1,1,4,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14529",99911617,"English11617",4,"Foodprovision",1,1,1,5,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14531",99911617,"English11617",6,"CoastalLivelihoods",6,1,1,6,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14533",99911617,"English11617",3,"CarbonStorage",4,1,1,7,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14535",99911617,"English11617",2,"CleanWaters",9,1,1,8,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14537",99911617,"English11617",5,"CleanWaters",9,1,1,9,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14539",99911617,"English11617",8,"CleanWaters",9,1,1,10,"ON","none",18,"female","bachelors","morethan20","no","no","dontknow",6,6,"25to34",819429.293098155,">1000km",1,"none","none",29.5
"14541",99911618,"English11618",6,"CoastalLivelihoods",6,1,1,1,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14543",99911618,"English11618",2,"Foodprovision",1,1,1,2,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14545",99911618,"English11618",1,"Foodprovision",1,1,1,3,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14547",99911618,"English11618",9,"CleanWaters",9,1,1,4,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14549",99911618,"English11618",10,"CoastalLivelihoods",6,1,1,5,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14551",99911618,"English11618",5,"CoastalProtection",5,1,1,6,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14553",99911618,"English11618",3,"CoastalProtection",5,1,1,7,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14555",99911618,"English11618",4,"Foodprovision",1,1,1,8,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14557",99911618,"English11618",7,"CoastalProtection",5,1,1,9,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14559",99911618,"English11618",8,"CoastalLivelihoods",6,1,1,10,"ON","lessthan5",36,"male","college","morethan20","no","no","dontknow",6,5,"45to54",426626.918697774,"<500km",4,"none","none",49.5
"14561",99911619,"English11619",1,"Foodprovision",1,1,1,1,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14563",99911619,"English11619",7,"CarbonStorage",4,1,1,2,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14565",99911619,"English11619",8,"CleanWaters",9,1,1,3,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14567",99911619,"English11619",2,"CleanWaters",9,1,1,4,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14569",99911619,"English11619",4,"CarbonStorage",4,1,1,5,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14571",99911619,"English11619",5,"CleanWaters",9,1,1,6,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14573",99911619,"English11619",3,"CarbonStorage",4,1,1,7,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14575",99911619,"English11619",6,"CoastalLivelihoods",6,1,1,8,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14577",99911619,"English11619",9,"CarbonStorage",4,1,1,9,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14579",99911619,"English11619",10,"CarbonStorage",4,1,1,10,"ON","none",36,"male","college","morethan20","no","no","noresponse",5,9,"25to34",713270.681327937,">1000km",1,"none","none",29.5
"14581",99911622,"English11622",10,"TourismandRecreation",7,1,1,1,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14583",99911622,"English11622",9,"CleanWaters",9,1,1,2,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14585",99911622,"English11622",4,"CoastalProtection",5,1,1,3,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14587",99911622,"English11622",7,"CleanWaters",9,1,1,4,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14589",99911622,"English11622",5,"CleanWaters",9,1,1,5,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14591",99911622,"English11622",2,"CleanWaters",9,1,1,6,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14593",99911622,"English11622",3,"IconicPlacesandSpecies",8,1,1,7,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14595",99911622,"English11622",8,"CleanWaters",9,1,1,8,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14597",99911622,"English11622",1,"TourismandRecreation",7,1,1,9,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14599",99911622,"English11622",6,"TourismandRecreation",7,1,1,10,"PR","none",0,"female","college","morethan20","no","no","CPC",6,6,"25to34",1026827.36160306,">1000km",1,"none","none",29.5
"14601",99911624,"English11624",3,"CarbonStorage",4,1,1,1,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14603",99911624,"English11624",5,"CleanWaters",9,1,1,2,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14605",99911624,"English11624",10,"CarbonStorage",4,1,1,3,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14607",99911624,"English11624",9,"CarbonStorage",4,1,1,4,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14609",99911624,"English11624",4,"CarbonStorage",4,1,1,5,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14611",99911624,"English11624",1,"Biodiversity",10,1,1,6,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14613",99911624,"English11624",6,"AboriginalNeeds",2,1,1,7,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14615",99911624,"English11624",7,"CarbonStorage",4,1,1,8,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14617",99911624,"English11624",8,"CleanWaters",9,1,1,9,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14619",99911624,"English11624",2,"CleanWaters",9,1,1,10,"ON","5to9",52,"male","graduate","morethan20","yes","yes","NDP",6,5,"25to34",735592.916393153,">1000km",2,"tourism","conservation",29.5
"14621",99911626,"English11626",9,"CleanWaters",9,1,1,1,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14623",99911626,"English11626",4,"CoastalProtection",5,1,1,2,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14625",99911626,"English11626",6,"IconicPlacesandSpecies",8,1,1,3,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14627",99911626,"English11626",8,"CleanWaters",9,1,1,4,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14629",99911626,"English11626",3,"IconicPlacesandSpecies",8,1,1,5,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14631",99911626,"English11626",7,"CleanWaters",9,1,1,6,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14633",99911626,"English11626",1,"CoastalProtection",5,1,1,7,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14635",99911626,"English11626",2,"IconicPlacesandSpecies",8,1,1,8,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14637",99911626,"English11626",5,"CleanWaters",9,1,1,9,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14639",99911626,"English11626",10,"Biodiversity",10,1,1,10,"ON","lessthan5",4.5,"male","HS","morethan20","no","no","liberal",1,2,"25to34",532491.988942027,">1000km",1,"none","none",29.5
"14641",99911627,"English11627",6,"IconicPlacesandSpecies",8,1,1,1,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14643",99911627,"English11627",1,"Biodiversity",10,1,1,2,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14645",99911627,"English11627",4,"CarbonStorage",4,1,1,3,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14647",99911627,"English11627",7,"CleanWaters",9,1,1,4,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14649",99911627,"English11627",5,"CleanWaters",9,1,1,5,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14651",99911627,"English11627",3,"CarbonStorage",4,1,1,6,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14653",99911627,"English11627",10,"CarbonStorage",4,1,1,7,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14655",99911627,"English11627",9,"CleanWaters",9,1,1,8,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14657",99911627,"English11627",2,"CleanWaters",9,1,1,9,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14659",99911627,"English11627",8,"CleanWaters",9,1,1,10,"ON","none",52,"female","college","morethan20","no","no","noparty",4,5,"35to44",726058.703258672,">1000km",1,"none","none",39.5
"14661",99911628,"English11628",1,"CoastalProtection",5,1,1,1,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14663",99911628,"English11628",7,"CleanWaters",9,1,1,2,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14665",99911628,"English11628",8,"CleanWaters",9,1,1,3,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14667",99911628,"English11628",2,"CleanWaters",9,1,1,4,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14669",99911628,"English11628",4,"CoastalProtection",5,1,1,5,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14671",99911628,"English11628",5,"CoastalProtection",5,1,1,6,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14673",99911628,"English11628",3,"CoastalProtection",5,1,1,7,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14675",99911628,"English11628",6,"IconicPlacesandSpecies",8,1,1,8,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14677",99911628,"English11628",9,"CleanWaters",9,1,1,9,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14679",99911628,"English11628",10,"Foodprovision",1,1,1,10,"ON","lessthan5",4.5,"female","HS","morethan20","no","no","dontknow",9,7,"35to44",497011.975330083,"<500km",1,"none","none",39.5
"14681",99911631,"English11631",10,"TourismandRecreation",7,1,1,1,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14683",99911631,"English11631",9,"TourismandRecreation",7,1,1,2,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14685",99911631,"English11631",4,"CoastalProtection",5,1,1,3,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14687",99911631,"English11631",7,"TourismandRecreation",7,1,1,4,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14689",99911631,"English11631",5,"CoastalProtection",5,1,1,5,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14691",99911631,"English11631",2,"IconicPlacesandSpecies",8,1,1,6,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14693",99911631,"English11631",3,"IconicPlacesandSpecies",8,1,1,7,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14695",99911631,"English11631",8,"CleanWaters",9,1,1,8,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14697",99911631,"English11631",1,"TourismandRecreation",7,1,1,9,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14699",99911631,"English11631",6,"TourismandRecreation",7,1,1,10,"ON","none",18,"male","bachelors","morethan20","no","no","dontknow",1,3,"20to24",356716.106653775,"<500km",1,"none","none",22
"14701",99911632,"English11632",1,"Foodprovision",1,1,1,1,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14703",99911632,"English11632",5,"CleanWaters",9,1,1,2,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14705",99911632,"English11632",10,"Foodprovision",1,1,1,3,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14707",99911632,"English11632",7,"CleanWaters",9,1,1,4,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14709",99911632,"English11632",8,"CleanWaters",9,1,1,5,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14711",99911632,"English11632",3,"IconicPlacesandSpecies",8,1,1,6,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14713",99911632,"English11632",9,"CleanWaters",9,1,1,7,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14715",99911632,"English11632",2,"Foodprovision",1,1,1,8,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14717",99911632,"English11632",4,"Foodprovision",1,1,1,9,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14719",99911632,"English11632",6,"IconicPlacesandSpecies",8,1,1,10,"PR","lessthan5",18,"female","college","morethan20","no","no","CPC",9,5,"35to44",784008.730106597,">1000km",2,"none","none",39.5
"14721",99911635,"English11635",9,"CleanWaters",9,1,1,1,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14723",99911635,"English11635",4,"CarbonStorage",4,1,1,2,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14725",99911635,"English11635",6,"CoastalLivelihoods",6,1,1,3,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14727",99911635,"English11635",8,"CleanWaters",9,1,1,4,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14729",99911635,"English11635",3,"Biodiversity",10,1,1,5,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14731",99911635,"English11635",7,"CleanWaters",9,1,1,6,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14733",99911635,"English11635",1,"Biodiversity",10,1,1,7,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14735",99911635,"English11635",2,"CleanWaters",9,1,1,8,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14737",99911635,"English11635",5,"CleanWaters",9,1,1,9,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14739",99911635,"English11635",10,"CoastalLivelihoods",6,1,1,10,"PR","none",1.5,"female","college","morethan20","no","yes","noparty",1,3,"25to34",1108115.00571997,">1000km",2,"none","none",29.5
"14741",99911636,"English11636",6,"NonFoodProducts",3,1,1,1,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14743",99911636,"English11636",1,"NonFoodProducts",3,1,1,2,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14745",99911636,"English11636",4,"CoastalLivelihoods",6,1,1,3,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14747",99911636,"English11636",7,"CleanWaters",9,1,1,4,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14749",99911636,"English11636",5,"CleanWaters",9,1,1,5,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14751",99911636,"English11636",3,"NonFoodProducts",3,1,1,6,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14753",99911636,"English11636",10,"CarbonStorage",4,1,1,7,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14755",99911636,"English11636",9,"NonFoodProducts",3,1,1,8,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14757",99911636,"English11636",2,"CleanWaters",9,1,1,9,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14759",99911636,"English11636",8,"CoastalLivelihoods",6,1,1,10,"ON","none",4.5,"female","bachelors","morethan20","no","no","noparty",5,5,"25to34",747648.394696223,">1000km",1,"none","none",29.5
"14761",99911639,"English11639",8,"IconicPlacesandSpecies",8,1,1,1,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14763",99911639,"English11639",2,"CleanWaters",9,1,1,2,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14765",99911639,"English11639",3,"IconicPlacesandSpecies",8,1,1,3,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14767",99911639,"English11639",5,"Biodiversity",10,1,1,4,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14769",99911639,"English11639",6,"CoastalLivelihoods",6,1,1,5,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14771",99911639,"English11639",1,"Foodprovision",1,1,1,6,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14773",99911639,"English11639",4,"Foodprovision",1,1,1,7,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14775",99911639,"English11639",10,"Foodprovision",1,1,1,8,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14777",99911639,"English11639",7,"CleanWaters",9,1,1,9,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14779",99911639,"English11639",9,"CleanWaters",9,1,1,10,"MR","5to9",9,"female","college","morethan20","no","no","noresponse",6,6,"25to34",13726.0642352948,"<100km",1,"none","none",29.5
"14781",99911640,"English11640",2,"AboriginalNeeds",2,1,1,1,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
"14783",99911640,"English11640",3,"CoastalProtection",5,1,1,2,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
"14785",99911640,"English11640",6,"CoastalLivelihoods",6,1,1,3,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
"14787",99911640,"English11640",9,"CarbonStorage",4,1,1,4,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
"14789",99911640,"English11640",8,"CleanWaters",9,1,1,5,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
"14791",99911640,"English11640",5,"CleanWaters",9,1,1,6,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
"14793",99911640,"English11640",1,"Foodprovision",1,1,1,7,"ON","morethan100",36,"female","college","morethan20","no","yes","dontknow",7,2,"45to54",1003029.91531782,">1000km",4,"none","none",49.5
