"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments"
"858","BC","410003581",NA,"English11482",11482,"y","hco_thankyou.php",NA,"21/03/2014","2:32:42","2:41:03","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",11,"English",874,12345,2,1,9,3,3,5,9,7,9,4,1,5,5,6,9,6,3,2,1,3,5,8,3,9,7,4,9,10,4,6,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,4,NA,3,NA,"male","college","11to20","v4n","no","no","NDP",3,"2","25to34","None."
"859","MR","410129235",NA,"English11483",11483,"y","hco_thankyou.php",NA,"21/03/2014","2:34:16","2:40:33","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENCA)",11,"English",875,54321,3,10,3,6,2,3,10,10,1,4,4,1,1,10,1,7,4,9,9,4,9,8,8,9,5,2,9,2,10,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,5,NA,3,NA,"male","college","morethan20","A1H","no","no","noresponse",3,"1","25to34",""
"861","ON","410070420",NA,"English11485",11485,"y","hco_thankyou.php",NA,"21/03/2014","2:39:03","2:44:52","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",877,54321,4,4,5,2,1,9,8,8,9,7,7,5,6,3,6,9,3,9,3,3,5,5,2,9,10,1,10,1,1,10,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",4,NA,3,NA,2,NA,2,NA,5,NA,4,NA,3,NA,3,NA,5,NA,5,NA,"male","bachelors","11to20","m1l","no","no","liberal",6,"2","35to44",""
"862","ON","410013265",NA,"English11486",11486,"y","hco_thankyou.php",NA,"21/03/2014","2:51:42","2:57:07","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",11,"English",878,12345,2,2,9,8,6,9,1,7,5,4,2,5,5,2,9,3,4,5,10,6,7,7,7,9,6,2,6,9,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",1,NA,1,NA,1,NA,1,NA,4,NA,1,NA,3,NA,3,NA,5,NA,3,NA,"male","bachelors","morethan20","L4G","no","no","liberal",7,"1","35to44",""
"864","ON","410056778",NA,"English11488",11488,"y","hco_thankyou.php",NA,"21/03/2014","3:11:55","3:17:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.3.0.1000 Chrome/30.0.1599.101 Safari/537.36",11,"English",880,12345,8,3,9,10,7,1,2,2,9,1,7,1,3,3,5,6,7,6,7,7,9,4,2,6,9,2,9,5,2,9,"","","","","","","","","","","30to49",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,3,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,"male","bachelors","6to10","B3J","no","no","noresponse",3,"3","35to44",""
"865","ON","410176972",NA,"English11489",11489,"y","hco_thankyou.php",NA,"21/03/2014","3:15:36","3:21:48","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",881,54321,3,5,10,9,2,9,8,8,9,6,2,6,5,6,9,2,2,9,7,5,9,4,2,1,10,7,1,1,7,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",2,NA,2,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","L5J","no","no","CPC",4,"1","45to54",""
"866","PR","410051937",NA,"English11490",11490,"y","hco_thankyou.php",NA,"21/03/2014","3:23:21","3:29:57","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",882,12345,9,2,9,7,5,9,10,6,10,2,2,9,6,2,8,4,2,1,3,3,10,8,3,9,5,2,9,1,3,10,"","","","","","","","","","","dontknow",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,3,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","S4T","no","no","NDP",4,"2","45to54",""
"867","ON","410119228",NA,"English11491",11491,"y","hco_thankyou.php",NA,"21/03/2014","3:23:49","3:33:02","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",11,"English",883,54321,9,2,9,8,6,9,7,7,9,1,7,10,10,7,10,5,2,9,4,2,1,6,2,8,2,2,9,3,3,10,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,4,NA,4,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","M2L","no","no","green",9,"2","45to54",""
"868","ON","410195407",NA,"English11492",11492,"y","hco_thankyou.php",NA,"21/03/2014","3:24:02","3:37:22","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",11,"English",884,12345,7,5,9,6,3,6,3,3,10,10,7,1,1,3,1,2,8,9,9,3,9,8,3,9,5,5,9,4,5,1,"checked","checked","","checked","checked","checked","","checked","","checked","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,4,NA,2,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","n2z","no","no","noresponse",9,"2","45to54",""
"869","BC","410074901",NA,"English11493",11493,"y","hco_thankyou.php",NA,"21/03/2014","3:31:54","3:40:27","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",885,54321,10,1,7,1,3,5,3,3,8,5,2,9,9,2,9,2,1,9,7,4,9,6,3,7,8,3,9,4,1,6,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,1,1,NA,NA,NA,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","college","morethan20","v5t","no","no","liberal",3,"4","25to34",""
"870","BC","410141617",NA,"English11494",11494,"y","hco_thankyou.php",NA,"21/03/2014","3:38:40","3:44:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",11,"English",886,12345,9,3,9,2,2,9,10,7,6,4,2,5,3,3,8,8,3,9,7,7,9,5,2,9,6,3,8,1,3,5,"","","","","","","","","","","dontknow",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","V2V","no","no","dontknow",6,"3","25to34",""
"871","PR","410164961",NA,"English11495",11495,"y","hco_thankyou.php",NA,"21/03/2014","3:48:11","3:54:20","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",887,54321,10,10,1,6,3,6,2,10,9,7,8,9,9,3,9,3,3,5,4,2,1,5,10,9,1,3,1,8,3,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,4,NA,"female","bachelors","morethan20","R5G","no","no","dontknow",6,"4","25to34",""
"872","BC","410173286",NA,"English11496",11496,"y","hco_thankyou.php",NA,"21/03/2014","4:26:19","4:33:27","Mozilla/5.0 (Linux; Android 4.3; SM-N900W8 Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Mobile Safari/537.36",11,"English",888,12345,1,3,1,4,5,6,5,5,9,3,3,10,8,8,9,10,7,1,7,8,9,6,3,6,9,3,9,2,10,9,"checked","","","","","","","","","checked","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,4,NA,4,NA,5,NA,3,NA,4,NA,5,NA,5,NA,"female","bachelors","morethan20","v7e","no","no","liberal",5,"5","45to54",""
"873","PR","410127908",NA,"English11497",11497,"y","hco_thankyou.php",NA,"21/03/2014","4:28:48","4:34:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",889,54321,6,2,6,9,2,9,10,7,1,2,2,9,7,4,9,1,7,1,8,8,9,3,8,10,4,2,1,5,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,4,NA,4,NA,3,NA,4,NA,3,NA,3,NA,5,NA,4,NA,"","bachelors","morethan20","t3a","no","no","liberal",5,"1","25to34",""
"875","ON","410025695",NA,"English11499",11499,"y","hco_thankyou.php",NA,"21/03/2014","5:12:48","5:19:46","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",891,54321,10,7,4,5,2,9,8,6,9,1,7,3,7,7,9,4,2,4,3,8,4,6,2,3,9,2,9,2,2,9,"","","","","","","","","","","5to9",1,1,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","M6H","no","no","dontknow",2,"2","45to54","thank you"
"876","BC","410174035",NA,"English11500",11500,"y","hco_thankyou.php",NA,"21/03/2014","5:43:33","5:52:45","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",892,12345,5,2,5,1,3,7,2,2,9,6,2,7,8,3,9,9,2,9,7,7,9,10,7,1,4,2,1,3,3,4,"","","","","","","","","","","30to49",NA,1,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,3,NA,5,NA,5,NA,3,NA,4,NA,4,NA,5,NA,5,NA,"female","college","11to20","V5N","no","no","dontknow",1,"2","35to44",""
"879","MR","410198483",NA,"English11503",11503,"y","hco_thankyou.php",NA,"21/03/2014","8:27:08","8:40:48","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)",11,"English",895,54321,8,3,9,2,2,9,6,3,8,9,3,9,4,4,1,5,2,9,10,7,10,3,3,10,1,3,10,7,7,9,"","","","","","","","","","","50to100",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,3,NA,4,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","elementary","morethan20","b1a","no","no","liberal",2,"3","45to54",""
"880","BC","410220335",NA,"English11504",11504,"y","hco_thankyou.php",NA,"21/03/2014","9:21:34","9:28:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",11,"English",896,12345,2,2,9,3,3,4,6,3,8,8,3,9,5,10,9,10,10,1,9,3,9,4,2,1,1,3,1,7,7,9,"","","","","","","","","","","morethan100",NA,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,3,NA,5,NA,3,NA,2,NA,2,NA,5,NA,5,NA,3,NA,"female","graduate","11to20","v5a","no","yes","green",4,"2","45to54",""
"883","MR","410117745",NA,"English11507",11507,"y","hco_thankyou.php",NA,"21/03/2014","11:55:54","12:04:55","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0)",11,"English",899,54321,6,3,6,9,3,9,8,3,9,5,2,9,3,3,10,10,7,10,2,2,9,7,7,9,1,3,10,4,2,6,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","b3p","no","no","noresponse",3,"4","25to34",""
"887","MR","410097956",NA,"English11511",11511,"y","hco_thankyou.php",NA,"21/03/2014","12:13:12","12:20:02","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",903,54321,2,2,9,10,7,4,4,2,4,3,10,4,5,2,9,1,7,1,9,2,9,6,2,3,8,6,9,7,7,9,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,1,NA,4,NA,4,NA,5,NA,3,NA,4,NA,4,NA,5,NA,5,NA,"male","college","morethan20","c1a","yes","no","liberal",6,"3","45to54",""
"888","ON","410198994",NA,"English11512",11512,"y","hco_thankyou.php",NA,"21/03/2014","12:57:03","13:04:54","Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko",11,"English",904,12345,1,5,1,8,8,9,9,2,9,4,5,4,2,2,9,10,7,4,3,5,4,7,7,9,6,6,8,5,5,9,"","","","","","","","","","checked","5to9",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,3,NA,4,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","n0r","no","no","dontknow",9,"2","35to44",""
"891","MR","410215575",NA,"English11515",11515,"y","hco_thankyou.php",NA,"21/03/2014","14:07:53","14:41:13","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; MS-RTC LM 8)",11,"English",907,54321,2,2,9,4,2,1,3,3,10,7,7,9,6,2,6,10,7,10,5,2,9,9,2,9,8,8,9,1,7,10,"","","","","","","","","","","10to29",1,NA,NA,1,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,3,NA,3,NA,4,NA,3,NA,3,NA,4,NA,4,NA,4,NA,"male","bachelors","morethan20","e3b","no","no","dontknow",7,"2","35to44",""
"893","MR","410208413",NA,"English11517",11517,"y","hco_thankyou.php",NA,"21/03/2014","14:40:17","14:47:12","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Win64; x64; Trident/4.0; .NET CLR 2.0.50727)",11,"English",909,54321,6,3,2,9,7,9,8,3,9,5,6,9,3,3,10,10,7,10,2,8,9,7,7,9,1,7,10,4,1,2,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","a1e","no","no","noparty",5,"2","35to44",""
"894","ON","410175698",NA,"English11518",11518,"y","hco_thankyou.php",NA,"21/03/2014","14:46:24","14:59:06","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",11,"English",910,12345,2,2,9,9,2,9,8,8,9,7,7,9,5,2,9,1,3,1,6,3,6,3,3,5,10,10,6,4,2,5,"","","","","","","","","","","morethan100",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","bachelors","11to20","m1e","no","no","noparty",4,"2","35to44","nil"
"895","ON","410014564",NA,"English11519",11519,"y","hco_thankyou.php",NA,"21/03/2014","14:48:23","14:54:00","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MDDRJS)",11,"English",911,54321,10,4,1,5,10,9,8,3,9,1,3,1,7,4,9,4,4,6,3,4,5,6,3,6,9,3,9,2,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,3,NA,2,NA,2,NA,4,NA,4,NA,4,NA,3,NA,5,NA,3,NA,"male","college","morethan20","K0E","no","no","noresponse",7,"5","45to54",""
"901","BC","410067741",NA,"English11525",11525,"y","hco_thankyou.php",NA,"21/03/2014","16:03:02","16:24:58","Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",917,54321,5,2,9,3,3,5,8,3,1,4,2,1,6,3,6,7,4,9,2,10,1,1,3,1,9,3,9,10,4,1,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,NA,1,"walking on ocean shore/dining",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,2,NA,4,NA,5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,"female","college","morethan20","V3S","no","no","dontknow",7,"3","45to54",""
"902","BC","410125036",NA,"English11526",11526,"y","hco_thankyou.php",NA,"21/03/2014","16:03:03","16:09:41","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",918,12345,5,2,9,4,2,1,10,6,10,6,2,7,1,3,7,3,3,8,7,5,7,9,2,7,8,3,1,2,2,1,"","","","","","","","","","","10to29",1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"I sell Scuba suits","atleast1wk",4,NA,1,NA,1,NA,3,NA,3,NA,4,NA,3,NA,3,NA,4,NA,4,NA,"male","somepost","morethan20","V5J","no","no","noparty",5,"1","35to44","Good Survey, and questions."
"903","PR","410082575",NA,"English11527",11527,"y","hco_thankyou.php",NA,"21/03/2014","16:11:26","16:18:12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",11,"English",919,54321,5,2,10,8,1,9,9,2,4,7,7,9,2,1,9,4,1,4,1,1,10,10,1,4,3,5,4,6,3,6,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",1,NA,5,NA,4,NA,5,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"female","bachelors","morethan20","T5Y","no","no","NDP",4,"2","25to34",""
"906","MR","410216662",NA,"English11530",11530,"y","hco_thankyou.php",NA,"21/03/2014","17:45:22","17:50:33","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",11,"English",922,12345,2,2,8,3,3,5,10,4,7,9,2,9,6,2,8,1,3,5,8,3,6,7,4,5,4,2,5,5,2,5,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,3,NA,3,NA,4,NA,4,NA,4,NA,5,NA,5,NA,4,NA,4,NA,"female","bachelors","morethan20","E5R","no","no","noresponse",6,"4","35to44",""
"907","MR","410115693",NA,"English11531",11531,"y","hco_thankyou.php",NA,"21/03/2014","17:54:43","18:03:01","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)",11,"English",923,54321,3,3,5,2,2,1,4,2,6,6,2,6,10,7,6,8,3,9,7,7,9,9,2,9,5,2,9,1,3,1,"","","","","","","","","","","5to9",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,"","1to2month",5,NA,1,NA,2,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","B0K","no","no","dontknow",4,"3","25to34",""
"908","MR","410097327",NA,"English11532",11532,"y","hco_thankyou.php",NA,"21/03/2014","18:24:04","18:31:05","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",11,"English",924,12345,6,2,8,10,1,4,1,3,5,3,3,5,4,2,5,9,2,9,2,2,9,8,3,9,5,2,9,7,7,9,"","","","","","","","","","","10to29",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",3,NA,3,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","E2H","no","no","",1,"1","25to34",""
"910","MR","410114112",NA,"English11534",11534,"y","hco_thankyou.php",NA,"21/03/2014","18:36:49","18:41:50","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",11,"English",926,12345,9,4,9,3,4,5,8,3,9,5,2,9,6,3,6,1,3,1,7,4,9,10,4,1,4,2,1,2,8,9,"","","","","","","","","","","50to100",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,3,NA,3,NA,5,NA,5,NA,5,NA,4,NA,5,NA,4,NA,"female","somepost","morethan20","b4e","no","dontknow","NDP",4,"4","25to34",""
"912","ON","410209767",NA,"English11536",11536,"y","hco_thankyou.php",NA,"21/03/2014","18:48:52","18:54:57","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Tablet PC 2.0; InfoPath.3; .NET4.0C; .NET4.0E)",11,"English",928,12345,8,3,9,9,3,9,5,2,6,7,7,5,10,7,6,1,3,1,2,2,10,6,3,6,3,3,10,4,1,5,"","","","","","","","","","","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,3,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","L4N","no","no","noresponse",6,"3","35to44",""
"915","ON","410219703",NA,"English11539",11539,"y","hco_thankyou.php",NA,"21/03/2014","19:24:28","19:32:08","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",931,54321,9,3,9,5,5,9,6,3,6,10,1,10,2,1,9,3,3,10,1,1,10,4,1,4,8,1,9,7,7,9,"","","","","","","","","","","lessthan5",1,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",2,NA,5,NA,4,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","n4k","no","yes","noparty",4,"4","20to24",""
"917","ON","410162534",NA,"English11541",11541,"y","hco_thankyou.php",NA,"21/03/2014","20:13:00","20:18:58","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E)",11,"English",933,54321,6,3,8,10,1,6,1,1,5,3,3,5,4,1,4,9,3,9,2,1,9,8,1,9,5,6,9,7,7,4,"","","","","","","","","","","none",1,NA,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","L5N","yes","no","liberal",7,"4","45to54",""
"918","ON","410016876",NA,"English11542",11542,"y","hco_thankyou.php",NA,"21/03/2014","20:20:52","20:26:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",11,"English",934,12345,8,3,9,7,7,9,2,2,9,5,2,9,3,3,10,10,7,1,1,3,1,6,3,8,9,3,9,4,2,1,"checked","","","","","","","","","","morethan100",1,1,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","college","morethan20","L9P","no","no","NDP",6,"4","35to44",""
"919","MR","410104638",NA,"English11543",11543,"y","hco_thankyou.php",NA,"21/03/2014","20:22:32","20:29:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",935,54321,9,2,9,3,3,4,8,6,9,5,2,9,6,6,8,1,3,5,7,7,9,10,6,1,4,2,5,2,2,9,"","","","","","","","","checked","","5to9",NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","B0R","no","no","liberal",5,"3","25to34",""
