"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments"
"312","QC",410160762,NA,"FRENCH10870",10870,"y","hco_thankyou.php",NA,"20/03/2014","13:10:46","13:21:58","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1318,12345,8,8,9,1,3,10,2,2,9,10,7,10,5,2,9,7,7,9,4,2,1,6,2,6,9,2,9,3,3,10,"","","","","","","","","","","lessthan5",1,1,NA,NA,1,NA,NA,NA,1,"Vélo",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","college","morethan20","j3a","yes","no","Bloc",1,1,"45to54",""
"317","QC",410168844,NA,"FRENCH10875",10875,"y","hco_thankyou.php",NA,"20/03/2014","23:19:56","23:30:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",11,"FRENCH",1323,54321,2,1,10,10,7,10,3,3,10,5,6,10,9,7,4,7,7,4,6,7,8,1,7,10,8,3,8,4,6,4,"","","","","","","","","","","none",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,3,NA,4,NA,5,NA,2,NA,3,NA,5,NA,3,NA,5,NA,"male","bachelors","morethan20","h1m","yes","no","NDP",6,2,"45to54",""
"318","QC",410144898,NA,"FRENCH10876",10876,"y","hco_thankyou.php",NA,"20/03/2014","23:29:29","23:37:47","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1324,12345,2,8,10,1,3,1,10,7,1,4,2,1,3,3,5,8,3,1,7,7,9,9,3,9,5,2,9,6,3,6,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,4,NA,"female","somepost","morethan20","H4L","no","no","dontknow",5,2,"45to54",""
"320","QC",410151298,NA,"FRENCH10878",10878,"y","hco_thankyou.php",NA,"21/03/2014","1:03:53","1:12:44","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1326,12345,3,4,8,4,4,5,6,3,8,8,3,8,2,2,8,5,2,10,10,4,10,9,2,9,1,3,10,7,4,8,"","","","","","","","","","","none",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,3,NA,3,NA,3,NA,4,NA,3,NA,3,NA,4,NA,4,NA,4,NA,"female","bachelors","morethan20","J7E","no","no","Bloc",2,2,"25to34",""
"321","QC",410142400,NA,"FRENCH10879",10879,"y","hco_thankyou.php",NA,"21/03/2014","2:34:29","2:42:46","Mozilla/5.0 (Linux; U; Android 4.3; fr-ca; SGH-I747M Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",11,"FRENCH",1327,54321,2,2,9,5,2,9,3,3,10,7,4,9,6,2,6,1,3,10,10,4,10,8,3,9,9,2,9,4,2,5,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","bachelors","morethan20","g9a","no","no","CPC",3,2,"35to44",""
"323","QC",410151742,NA,"FRENCH10881",10881,"y","hco_thankyou.php",NA,"21/03/2014","12:36:02","12:43:14","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1329,54321,4,2,4,7,7,9,8,3,9,6,3,8,1,3,10,3,3,10,10,7,4,9,3,9,5,2,9,2,2,9,"","","","checked","","","","","checked","checked","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"","7to11yr",5,NA,3,NA,1,NA,5,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","college","morethan20","j7v","no","no","Bloc",5,3,"35to44",""
"324","QC",410149745,NA,"FRENCH10882",10882,"y","hco_thankyou.php",NA,"21/03/2014","13:01:50","13:10:24","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1330,12345,8,3,9,1,3,5,7,7,5,2,8,10,6,3,8,10,7,10,3,3,10,9,3,9,5,6,5,4,2,5,"","","","","","","","","","","lessthan5",1,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,3,NA,4,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"female","college","morethan20","j1e","no","no","dontknow",5,3,"35to44",""
"326","QC",410147264,NA,"FRENCH10884",10884,"y","hco_thankyou.php",NA,"21/03/2014","16:24:06","16:29:39","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1332,12345,6,7,3,2,2,9,1,7,1,9,7,9,8,6,9,5,2,9,10,7,1,7,7,9,3,8,4,4,2,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,2,NA,4,NA,5,NA,4,NA,"male","college","morethan20","j3e","no","no","Bloc",6,3,"35to44",""
"327","QC",410146317,NA,"FRENCH10885",10885,"y","hco_thankyou.php",NA,"21/03/2014","18:14:21","18:20:32","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",11,"FRENCH",1333,54321,2,2,9,10,7,6,3,3,10,5,2,9,9,3,9,7,7,9,6,2,6,1,7,10,8,3,9,4,2,6,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,NA,1,"Pas au Canada",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,3,NA,4,NA,4,NA,5,NA,4,NA,4,NA,5,NA,5,NA,"male","college","morethan20","g2c","no","no","noresponse",9,4,"35to44",""
"329","QC",410038910,NA,"FRENCH10887",10887,"y","hco_thankyou.php",NA,"21/03/2014","19:49:32","20:06:03","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)",11,"FRENCH",1335,54321,2,2,1,1,7,1,9,2,9,5,2,10,7,7,4,8,3,1,3,3,5,6,2,6,10,7,1,4,2,6,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","college","morethan20","G1B","no","no","NDP",6,4,"35to44",""
"330","QC",410037504,NA,"FRENCH10888",10888,"y","hco_thankyou.php",NA,"21/03/2014","21:17:35","21:23:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1336,12345,7,7,9,4,2,4,5,2,9,10,7,4,6,8,6,9,7,4,3,3,4,8,8,9,2,2,9,1,7,10,"","","","","","","","","","","none",1,1,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,"","3month",3,NA,2,NA,2,NA,4,NA,3,NA,4,NA,4,NA,2,NA,5,NA,5,NA,"male","college","morethan20","h1w","no","no","green",4,2,"25to34",""
"331","QC",410090192,NA,"FRENCH10889",10889,"y","hco_thankyou.php",NA,"21/03/2014","21:30:28","21:36:18","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",11,"FRENCH",1337,54321,10,7,10,2,2,9,6,7,8,8,8,9,3,8,10,7,7,9,1,7,1,4,2,1,5,2,9,9,7,9,"","","","","","","","","","","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,3,NA,5,NA,5,NA,4,NA,"female","college","morethan20","G0V","no","no","CPC",5,4,"35to44",""
"334","QC",410006705,NA,"FRENCH10892",10892,"y","hco_thankyou.php",NA,"22/03/2014","17:21:25","17:30:42","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1340,12345,5,2,9,2,2,9,1,7,5,10,7,4,8,8,9,4,2,5,9,2,9,6,2,3,3,8,5,7,7,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,5,NA,5,NA,5,NA,4,NA,3,NA,4,NA,5,NA,5,NA,"female","","morethan20","j2s","no","no","noresponse",4,2,"35to44",""
"336","QC",410033882,NA,"FRENCH10895",10895,"y","hco_thankyou.php",NA,"22/03/2014","23:37:02","23:45:04","Mozilla/5.0 (iPad; U; CPU OS 4_3_2 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8H7 Safari/6533.18.5",11,"FRENCH",1343,54321,5,2,9,3,5,4,7,5,9,6,2,3,8,1,9,4,2,6,2,2,9,9,2,9,1,5,3,10,7,4,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",3,NA,2,NA,4,NA,5,NA,3,NA,4,NA,3,NA,5,NA,5,NA,4,NA,"female","graduate","morethan20","J7K","no","no","liberal",5,2,"25to34",""
"337","QC",410157787,NA,"FRENCH10894",10894,"y","hco_thankyou.php",NA,"22/03/2014","21:32:19","21:41:15","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MASAJS; rv:11.0) like Gecko",11,"FRENCH",1342,12345,8,3,8,4,2,5,5,2,9,9,3,9,1,3,5,2,2,9,10,7,10,3,3,5,7,7,9,6,2,8,"","","","","","","","","","","5to9",NA,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,2,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","H7V","no","no","NDP",5,2,"20to24",""
"338","QC",410145690,NA,"FRENCH10896",10896,"y","hco_thankyou.php",NA,"23/03/2014","0:21:33","0:27:16","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",11,"FRENCH",1344,12345,4,2,5,1,3,1,2,2,9,7,8,9,5,2,9,3,3,5,6,2,6,10,6,1,9,2,9,8,3,9,"","","","","","","","","","","none",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,4,NA,3,NA,"male","college","morethan20","g3e","no","no","noparty",4,1,"35to44",""
"340","QC",410000324,NA,"FRENCH10898",10898,"y","hco_thankyou.php",NA,"23/03/2014","5:32:48","5:41:11","Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B511 Safari/9537.53",11,"FRENCH",1346,12345,7,7,9,4,2,1,5,2,5,10,7,4,6,2,8,9,2,3,3,3,10,8,6,9,2,2,10,1,7,10,"","","","","","","","","","","morethan100",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,3,NA,3,NA,4,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","","no","no","liberal",6,2,"25to34",""
"341","QC",410096577,NA,"FRENCH10899",10899,"y","hco_thankyou.php",NA,"23/03/2014","13:16:57","13:22:59","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1347,54321,10,4,10,2,2,9,6,2,8,8,6,9,3,4,10,7,4,9,1,7,10,4,2,1,5,2,9,9,4,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,3,NA,2,NA,2,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","j3y","no","no","noresponse",1,3,"25to34",""
"342","QC",410008506,NA,"FRENCH10900",10900,"y","hco_thankyou.php",NA,"23/03/2014","14:28:27","14:34:11","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",11,"FRENCH",1348,12345,10,6,10,1,1,10,9,2,4,4,6,4,7,8,4,5,6,10,2,2,10,3,8,10,8,6,9,6,6,3,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,3,NA,4,NA,4,NA,4,NA,2,NA,4,NA,4,NA,4,NA,5,NA,"female","graduate","morethan20","j4l","no","no","Bloc",5,2,"35to44",""
"347","QC",410143315,NA,"FRENCH10905",10905,"y","hco_thankyou.php",NA,"24/03/2014","1:18:50","1:28:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",11,"FRENCH",1353,54321,5,5,6,3,3,10,7,5,7,6,3,6,8,3,6,4,5,6,2,8,1,9,3,7,1,3,1,10,4,6,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,2,NA,2,NA,2,NA,2,NA,5,NA,2,NA,2,NA,4,NA,3,NA,"male","graduate","morethan20","j9a","no","no","noparty",6,2,"55to64",""
"348","QC",410084664,NA,"FRENCH10906",10906,"y","hco_thankyou.php",NA,"24/03/2014","9:00:57","9:07:24","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; MSN Optimized;US; MSN Optimized;US)",11,"FRENCH",1354,12345,4,2,5,1,3,1,2,2,9,7,4,8,5,2,9,3,3,5,6,3,8,10,6,1,9,3,9,8,3,9,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",4,NA,NA,NA,4,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,4,NA,"female","somepost","morethan20","H8N","no","no","liberal",5,2,"35to44",""
"349","QC",410034010,NA,"FRENCH10907",10907,"y","hco_thankyou.php",NA,"24/03/2014","11:18:35","11:25:17","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",11,"FRENCH",1355,54321,1,3,10,5,2,9,9,3,9,2,2,9,7,4,9,8,3,9,3,3,8,6,3,8,10,4,10,4,2,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,2,NA,2,NA,4,NA,4,NA,4,NA,3,NA,4,NA,3,NA,3,NA,"female","bachelors","morethan20","j0a","no","no","dontknow",5,3,"25to34",""
"351","QC",410029947,NA,"FRENCH10909",10909,"y","hco_thankyou.php",NA,"24/03/2014","14:56:12","15:02:08","Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0",11,"FRENCH",1357,54321,5,2,6,3,8,10,9,3,9,8,3,9,4,2,1,10,4,1,7,8,9,1,3,1,6,3,6,2,2,9,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,3,NA,3,NA,4,NA,4,NA,5,NA,4,NA,3,NA,4,NA,4,NA,"male","bachelors","morethan20","j3v","no","no","NDP",5,2,"35to44",""
"352","QC",410210853,NA,"FRENCH10910",10910,"y","hco_thankyou.php",NA,"24/03/2014","15:59:45","16:10:01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1358,12345,3,3,4,2,2,9,6,7,6,9,7,9,8,8,9,5,2,9,1,7,1,4,2,4,7,7,9,10,7,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"","college","morethan20","J8P","no","no","NDP",3,2,"35to44","N/A"
"353","QC",410153010,NA,"FRENCH10911",10911,"y","hco_thankyou.php",NA,"24/03/2014","16:47:38","16:59:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1359,54321,8,3,9,4,2,5,3,3,4,1,3,10,2,1,9,7,7,9,5,2,9,6,3,8,10,1,10,9,3,9,"","","","","","","","","","","10to29",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,2,NA,5,NA,4,NA,5,NA,5,NA,4,NA,5,NA,4,NA,4,NA,"female","college","6to10","j5l","yes","yes","noresponse",6,4,"35to44",""
"354","QC",410195953,NA,"FRENCH10912",10912,"y","hco_thankyou.php",NA,"24/03/2014","16:48:01","16:53:22","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.2)",11,"FRENCH",1360,12345,10,10,4,9,9,4,1,1,5,5,10,9,6,2,3,2,2,9,8,3,1,7,7,8,3,3,4,4,2,4,"","","","","","","","","","","10to29",1,1,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,NA,NA,"","1to2month",4,NA,4,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"female","bachelors","11to20","G1X","yes","no","Bloc",7,4,"45to54",""
"355","QC",410143936,NA,"FRENCH10913",10913,"y","hco_thankyou.php",NA,"24/03/2014","16:48:27","17:00:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1361,54321,3,5,4,4,2,1,10,7,1,5,2,9,6,2,8,7,7,9,2,2,9,8,6,9,9,2,9,1,7,1,"","","","checked","","","","","checked","","lessthan5",1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,2,NA,3,NA,4,NA,3,NA,4,NA,2,NA,5,NA,5,NA,4,NA,"male","college","morethan20","h1x","yes","no","NDP",6,2,"25to34",""
"356","QC",410155186,NA,"FRENCH10914",10914,"y","hco_thankyou.php",NA,"24/03/2014","16:51:46","16:58:11","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1362,12345,4,2,4,7,5,7,1,5,1,5,6,9,2,2,9,8,3,9,10,7,10,9,2,9,6,2,3,3,8,3,"","","","","","","","","","","lessthan5",1,1,1,1,1,1,1,NA,NA,"",1,1,1,1,1,1,1,NA,NA,"","7to11yr",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","g5y","no","no","Bloc",1,6,"35to44","j'aimerais avoir davantage de sondage j'adore remplir vos sondage donner mon opinion est tres important pour moi merci"
"357","QC",410154521,NA,"FRENCH10915",10915,"y","hco_thankyou.php",NA,"24/03/2014","16:52:22","17:03:29","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",11,"FRENCH",1363,54321,6,3,8,9,3,9,10,7,10,8,3,9,3,3,10,5,2,5,2,1,10,4,1,5,7,7,9,1,3,5,"","checked","","checked","checked","checked","checked","checked","checked","checked","5to9",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","J7V","no","no","dontknow",4,1,"45to54",""
"358","QC",410086265,NA,"FRENCH10916",10916,"y","hco_thankyou.php",NA,"24/03/2014","16:53:22","17:06:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1364,12345,5,2,10,3,5,4,9,7,4,8,8,1,4,5,1,10,7,1,7,7,4,1,7,10,6,7,6,2,8,1,"","","","","","","","","","","10to29",1,NA,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,4,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,NA,NA,"female","college","morethan20","J9H","no","no","green",3,3,"45to54",""
"360","QC",410152627,NA,"FRENCH10918",10918,"y","hco_thankyou.php",NA,"24/03/2014","16:57:19","17:03:51","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1366,12345,8,3,1,4,2,5,3,3,5,1,3,1,2,2,1,7,9,5,5,2,5,6,2,6,10,7,1,9,2,9,"","","","","","","","","","","10to29",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,NA,NA,"","atleast1wk",5,NA,2,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","j2r","no","no","liberal",6,2,"45to54",""
"361","QC",410152211,NA,"FRENCH10919",10919,"y","hco_thankyou.php",NA,"24/03/2014","16:58:29","17:05:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1367,54321,10,1,10,9,3,9,1,3,10,5,5,9,6,3,8,2,1,9,8,3,9,7,7,9,3,3,8,4,1,5,"","","","","","","","","","","10to29",1,NA,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","j5m","no","no","noresponse",6,2,"35to44",""
"363","QC",410083520,NA,"FRENCH10921",10921,"y","hco_thankyou.php",NA,"24/03/2014","17:01:38","17:08:17","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; chromeframe/31.0.1650.59; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E)",11,"FRENCH",1369,54321,4,2,4,7,7,9,1,7,10,5,2,9,2,2,9,8,3,9,10,7,10,9,7,9,6,7,8,3,3,5,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,2,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","j4l","no","no","NDP",9,1,"45to54",""
"367","QC",410154841,NA,"FRENCH10925",10925,"y","hco_thankyou.php",NA,"24/03/2014","17:05:57","17:15:17","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1373,54321,8,3,9,4,2,1,3,10,5,1,3,1,2,2,9,7,4,9,5,2,9,6,2,6,10,4,1,9,2,9,"","","","","","","","","","","10to29",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,NA,NA,"male","HS","","j1h","no","no","CPC",9,3,"45to54",""
"368","QC",410143552,NA,"FRENCH10926",10926,"y","hco_thankyou.php",NA,"24/03/2014","17:06:40","17:13:40","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1374,12345,10,10,6,9,4,9,1,10,1,5,10,9,6,3,6,2,10,1,8,8,1,7,4,9,3,4,5,4,4,6,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,3,NA,2,NA,2,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"male","college","morethan20","g1e","no","no","noresponse",2,2,"45to54",""
"372","QC",410142628,NA,"FRENCH10930",10930,"y","hco_thankyou.php",NA,"24/03/2014","17:13:31","17:20:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1378,12345,10,4,10,3,4,5,5,2,9,9,4,9,2,2,10,7,4,9,6,2,8,1,7,10,8,3,9,4,4,5,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",5,NA,3,NA,4,NA,4,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","j0k","no","no","green",9,2,"45to54",""
