"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments","zeros","NAs","data2$repeated"
"273","BC","410116798",NA,"English295",295,"y","hco_thankyou.php",NA,"18/03/2014","15:18:06","15:25:24","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2280,54321,9,2,9,10,4,1,6,2,6,1,3,1,8,3,1,2,2,1,3,3,5,4,2,6,5,2,6,7,4,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,3,NA,3,NA,3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,"male","college","morethan20","V7J","no","no","CPC",4,"1","55to64","",0,0,0
"275","BC","410125751",NA,"English297",297,"y","hco_thankyou.php",NA,"18/03/2014","15:24:08","15:28:47","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2282,54321,6,3,6,5,2,9,3,3,10,2,2,1,9,3,9,4,2,1,1,3,1,8,3,1,10,7,1,7,7,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"female","college","morethan20","V0N","no","no","dontknow",3,"1","45to54","",0,0,0
"276","BC","410297949",NA,"English298",298,"y","hco_thankyou.php",NA,"18/03/2014","17:43:12","17:57:05","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",11,"English",2283,12345,1,7,5,10,7,4,5,2,9,9,3,4,4,2,6,2,8,9,7,7,4,3,3,5,8,3,6,6,3,6,"","","","","","","","checked","","","10to29",1,NA,NA,NA,1,NA,NA,NA,1,"sun tanning",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","v3k","no","no","dontknow",5,"4","25to34","",0,0,0
"277","BC","410277060",NA,"English299",299,"y","hco_thankyou.php",NA,"18/03/2014","19:16:28","19:25:08","Mozilla/5.0 (Windows NT 5.0; rv:12.0) Gecko/20100101 Firefox/12.0",11,"English",2284,54321,4,2,6,10,7,10,1,3,5,2,2,9,7,7,5,8,3,9,9,2,9,5,2,5,3,3,5,6,2,8,"","","","","","","","","","","10to29",1,NA,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,1,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","V9Y","no","no","noparty",9,"2","55to64","Fukishima radiation represents the greatest threat to the oceans and marine life. If not dealt with, no other protection efforts will matter.",0,0,0
"280","BC","410320060",NA,"English302",302,"y","hco_thankyou.php",NA,"18/03/2014","22:09:11","22:24:05","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",11,"English",2287,12345,4,2,5,5,2,9,9,2,9,10,6,4,7,7,9,6,2,3,8,6,9,3,8,5,1,7,5,2,2,9,"","","","checked","checked","","","","checked","","50to100",1,1,NA,NA,1,1,1,NA,1,"Entertaining aboard our boat",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,2,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","v6b","no","yes","dontknow",8,"2","45to54","",0,0,0
"281","BC","410060517",NA,"English303",303,"y","hco_thankyou.php",NA,"18/03/2014","22:09:41","22:17:49","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",2288,54321,5,9,2,2,2,9,3,10,5,8,3,9,6,2,8,4,2,5,7,7,9,10,10,1,1,3,1,9,2,9,"","","","","","","","","","","morethan100",1,1,NA,1,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,"female","somepost","morethan20","V7A","no","no","dontknow",3,"2","55to64","",0,0,0
"283","BC","410086925",NA,"English305",305,"y","hco_thankyou.php",NA,"18/03/2014","22:10:14","22:18:41","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0; BOIE9;ENCA)",11,"English",2290,54321,7,7,9,8,6,9,10,6,10,2,2,9,6,6,8,9,7,9,4,6,5,3,3,5,5,2,9,1,7,5,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","V4M","no","no","liberal",9,"2","65plus","",0,0,0
"284","BC","410065169",NA,"English306",306,"y","hco_thankyou.php",NA,"18/03/2014","22:10:17","22:17:49","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",2291,12345,6,3,8,9,3,9,7,7,5,1,3,1,10,7,1,5,2,9,4,6,4,2,2,9,3,3,10,8,3,1,"","","","","","","","","","","30to49",1,NA,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,4,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","V4A","no","yes","green",4,"2","65plus","A very good survey",0,0,0
"285","BC","410321539",NA,"English307",307,"y","hco_thankyou.php",NA,"18/03/2014","22:12:59","22:24:15","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)",11,"English",2292,54321,7,4,9,2,2,9,3,3,5,9,3,9,4,2,1,6,2,6,10,10,1,1,3,1,8,3,9,5,2,9,"","","","","","","","","","","morethan100",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","V0N","no","dontknow","green",3,"1","65plus","More control should be exercised to ensure the cleanliness of our world's oceans - more control re - over fishing and the number of illegal fishing that occurs - tragedy to experience dolphins and other species tangled in fishing nets.",0,0,0
"287","BC","410311481",NA,"English309",309,"y","hco_thankyou.php",NA,"18/03/2014","22:14:02","22:24:55","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",2294,54321,4,2,4,8,3,9,9,3,9,2,10,1,7,8,7,3,3,4,5,10,9,6,3,6,10,4,6,1,3,1,"checked","","","checked","checked","checked","checked","checked","checked","checked","dontknow",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,1,NA,1,NA,4,NA,3,NA,3,NA,3,NA,2,NA,5,NA,5,NA,"female","somepost","morethan20","V8C","no","no","noparty",9,"","25to34","",0,0,0
"288","BC","410337908",NA,"English310",310,"y","hco_comments.php",NA,"18/03/2014","22:14:59","22:25:20","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2295,12345,9,2,9,5,2,9,4,2,6,2,2,9,8,3,9,3,3,5,6,2,6,10,4,7,7,8,9,1,3,5,"","","","","","","","","","","morethan100",1,NA,NA,1,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,2,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","v9m","no","no","dontknow",5,"3","55to64","",0,0,0
"289","BC","410298278",NA,"English311",311,"y","hco_thankyou.php",NA,"18/03/2014","22:17:50","23:03:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2296,54321,7,7,9,2,2,9,5,2,9,8,3,9,4,2,4,1,3,10,10,7,4,3,3,10,6,2,8,9,2,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,4,NA,4,NA,4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,"female","bachelors","morethan20","v5r","no","no","dontknow",9,"4","25to34","",0,0,0
"290","BC","410305212",NA,"English312",312,"y","hco_thankyou.php",NA,"18/03/2014","22:19:22","22:27:02","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",11,"English",2297,12345,2,2,9,8,6,9,9,2,9,3,3,4,5,6,9,7,7,9,6,3,8,4,6,4,1,3,10,10,6,4,"","","","checked","","","","","checked","","5to9",1,1,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",1,NA,3,NA,3,NA,5,NA,5,NA,3,NA,3,NA,4,NA,5,NA,5,NA,"female","college","morethan20","v3c","no","yes","noparty",4,"2","25to34","",0,0,0
"291","BC","410192001",NA,"English313",313,"y","hco_thankyou.php",NA,"18/03/2014","22:19:28","22:32:46","Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",11,"English",2298,54321,9,2,7,7,8,7,1,3,1,10,10,7,2,2,1,8,3,1,6,2,6,3,4,5,5,2,6,4,2,6,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,"female","HS","morethan20","V4k","no","no","noresponse",6,"6","65plus","",0,0,0
"292","BC","410278988",NA,"English314",314,"y","hco_thankyou.php",NA,"18/03/2014","22:21:10","22:29:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",11,"English",2299,12345,8,3,1,5,6,10,6,3,2,1,3,1,9,3,9,7,8,9,10,6,1,4,6,1,3,3,10,2,8,1,"","","","","","","","","","","50to100",1,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,2,NA,5,NA,5,NA,3,NA,3,NA,4,NA,5,NA,5,NA,"male","graduate","morethan20","V3S","no","dontknow","green",4,"2","25to34","",0,0,0
"293","BC","410273315",NA,"English315",315,"y","hco_thankyou.php",NA,"18/03/2014","22:23:55","22:42:19","Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D169 Safari/9537.53",11,"English",2300,54321,5,2,6,9,2,9,2,2,9,6,2,6,3,3,8,1,3,1,7,5,9,10,4,6,4,2,6,8,3,9,"","","","","checked","","","","","","morethan100",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,"male","somepost","morethan20","V8w","no","no","noparty",4,"2","55to64","",0,0,0
"294","BC","410185577",NA,"English316",316,"y","hco_thankyou.php",NA,"18/03/2014","22:30:59","22:42:55","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2301,12345,1,3,1,8,3,9,9,3,9,4,4,1,10,4,1,3,3,5,7,4,9,2,10,9,6,3,8,5,10,9,"","","","","","","","","","","none",1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",5,NA,5,NA,2,NA,5,NA,4,NA,5,NA,4,NA,5,NA,NA,NA,5,NA,"female","HS","morethan20","V1V","no","no","dontknow",4,"2","65plus","",0,0,0
"295","BC","410058485",NA,"English317",317,"y","hco_thankyou.php",NA,"18/03/2014","22:34:49","22:44:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2302,54321,4,5,1,6,3,6,10,7,1,2,8,9,9,7,9,5,5,9,7,7,9,8,3,9,1,3,1,3,3,4,"","","","","","","","","","","morethan100",1,1,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","V8S","yes","yes","green",3,"1","65plus","Most interesting survey........sometimes difficult to make choices concerning biodiversity, feeding the population or Aboriginal rights. The development of the western world is also contributing to the demise of the western world.",0,0,0
"296","BC","410119762",NA,"English318",318,"y","hco_thankyou.php",NA,"18/03/2014","22:39:22","22:45:35","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",2303,12345,4,2,5,3,4,8,8,3,9,1,7,5,9,7,9,6,7,8,7,7,9,5,2,9,2,2,9,10,7,10,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,5,NA,5,NA,"female","college","morethan20","v3v","no","no","noresponse",1,"5","25to34","",0,0,0
"297","BC","410271059",NA,"English319",319,"y","hco_thankyou.php",NA,"18/03/2014","22:39:23","22:47:39","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",11,"English",2304,54321,10,4,10,5,2,10,6,2,7,9,2,7,4,2,5,8,3,6,2,2,10,7,4,7,3,3,10,1,3,10,"","","","","","","","","","","30to49",1,NA,NA,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","college","morethan20","V4H","no","no","noparty",8,"2","55to64","",0,0,0
"298","BC","410346856",NA,"English320",320,"y","hco_thankyou.php",NA,"18/03/2014","22:48:24","22:56:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",11,"English",2305,12345,9,3,9,5,5,6,4,5,6,2,10,1,8,3,1,3,5,8,6,8,6,10,10,1,7,5,7,1,5,1,"","","","","","","","","","","5to9",1,NA,1,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,3,NA,3,NA,5,NA,4,NA,4,NA,5,NA,4,NA,"female","bachelors","morethan20","v6j","no","no","liberal",4,"1","25to34","",0,0,0
"299","BC","410344723",NA,"English321",321,"y","hco_thankyou.php",NA,"18/03/2014","22:50:57","23:04:00","Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",2306,54321,7,7,9,2,2,1,5,2,6,8,3,1,4,4,1,1,3,10,10,1,10,3,3,5,6,3,6,9,2,4,"","","","checked","","","checked","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,"male","HS","morethan20","v5c","no","no","dontknow",4,"5","65plus","",0,0,0
"301","BC","410022881",NA,"English323",323,"y","hco_thankyou.php",NA,"18/03/2014","22:56:06","23:01:33","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",2308,54321,9,2,9,7,4,9,1,7,1,10,4,1,2,2,9,8,8,9,6,3,6,3,4,5,5,2,9,4,2,1,"","","checked","","","","","","checked","","morethan100",1,NA,NA,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","V8N","no","no","NDP",6,"2","65plus","",0,0,0
"302","BC","410323305",NA,"English324",324,"y","hco_thankyou.php",NA,"18/03/2014","22:56:34","23:09:40","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",11,"English",2309,12345,8,6,9,5,6,2,6,3,8,1,3,10,9,3,9,7,4,9,10,6,7,4,4,2,3,3,8,2,10,1,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,5,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","v3c","no","no","noparty",5,"3","55to64","I think that the government needs to pay attention to the envioroment more than they already do",0,0,0
"303","BC","410215123",NA,"English325",325,"y","hco_thankyou.php",NA,"18/03/2014","23:02:29","23:07:43","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)",11,"English",2310,54321,5,2,9,9,2,9,2,2,1,6,2,8,3,3,10,1,7,10,7,7,9,10,7,10,4,2,1,8,3,1,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,NA,1,"Cruise",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","V5G","no","no","CPC",7,"3","45to54","",0,0,0
"304","BC","410337586",NA,"English326",326,"y","hco_thankyou.php",NA,"18/03/2014","23:04:50","23:13:02","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; FunWebProducts; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C)",11,"English",2311,12345,1,7,1,8,3,1,9,3,9,4,5,1,10,7,1,3,3,4,7,7,9,2,8,1,6,3,6,5,5,9,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,4,NA,3,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","V1W","no","no","liberal",4,"2","65plus","Important topic",0,0,0
"305","BC","410322629",NA,"English327",327,"y","hco_thankyou.php",NA,"18/03/2014","23:15:27","23:22:34","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; BRI/2)",11,"English",2312,54321,4,4,6,6,3,6,10,4,10,2,2,9,9,4,9,5,2,9,7,4,9,8,3,9,1,3,10,3,3,10,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","V6Y","no","no","liberal",9,"1","65plus","",0,0,0
"307","BC","410074000",NA,"English329",329,"y","hco_thankyou.php",NA,"18/03/2014","23:22:27","23:35:28","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",2314,54321,10,10,1,5,9,2,6,2,8,9,2,9,4,2,1,8,3,9,2,2,9,7,7,9,3,3,4,1,5,1,"","","","","checked","","","","","","30to49",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,4,NA,5,NA,4,NA,3,NA,5,NA,4,NA,5,NA,4,NA,"male","somepost","morethan20","V7G","no","no","noparty",6,"2","65plus","",0,0,0
"308","BC","410101292",NA,"English330",330,"y","hco_thankyou.php",NA,"18/03/2014","23:26:30","23:33:52","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; MASBJS)",11,"English",2315,12345,9,2,9,5,2,9,4,2,1,2,2,9,8,6,9,3,10,5,6,2,3,10,6,1,7,7,9,1,7,1,"","","","","","","","","","","30to49",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,5,NA,5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"","bachelors","morethan20","v3c","no","no","CPC",9,"2","55to64","",0,0,0
"309","BC","410297384",NA,"English331",331,"y","hco_thankyou.php",NA,"18/03/2014","23:40:52","23:49:49","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2316,54321,7,7,9,2,2,8,5,2,5,8,3,8,4,6,5,1,3,5,10,7,10,3,3,8,6,3,8,9,3,9,"","","","","","","","","","","dontknow",NA,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",4,NA,2,NA,2,NA,5,NA,5,NA,3,NA,2,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","v1m","no","no","noparty",9,"3","25to34","",0,0,0
"310","BC","410095783",NA,"English332",332,"y","hco_thankyou.php",NA,"18/03/2014","23:41:07","23:46:01","Mozilla/5.0 (Linux; Android 4.4.2; XT1032 Build/KXB20.9-1.10-1.30) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Mobile Safari/537.36",11,"English",2317,12345,2,2,10,8,3,8,9,2,9,3,3,10,5,2,10,7,4,8,6,2,8,4,2,5,1,3,10,10,4,10,"","","","","","","","","","","morethan100",1,1,NA,1,NA,1,NA,NA,1,"birdwatching",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,2,NA,3,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","v8m","no","yes","NDP",5,"2","35to44","Best air miles survey ever! Good luck with the research. I will be reading your results when published.",0,0,0
"311","BC","410139608",NA,"English333",333,"y","hco_thankyou.php",NA,"19/03/2014","0:07:37","0:21:32","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",11,"English",2318,54321,9,7,9,7,7,9,1,7,1,10,7,1,2,10,9,8,3,9,6,7,6,5,10,9,4,4,1,3,3,5,"","","","","","","","","","","morethan100",NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","V9Y","no","no","green",5,"2","55to64","Because we live on the west coast, I have tried to volunteer to be trained to help cleaning wildlife in the event of an oil spill, it would be good if more people were trained.",0,0,0
"313","BC","410289393",NA,"English336",336,"y","hco_thankyou.php",NA,"19/03/2014","0:17:07","0:24:43","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",2321,12345,10,7,4,3,8,4,1,7,5,5,2,9,4,2,4,9,2,4,8,8,9,6,8,6,7,7,4,2,2,9,"","","","","","","","","","","50to100",NA,NA,NA,NA,NA,NA,NA,NA,1,"cruising",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,4,NA,5,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","bachelors","morethan20","v8s","no","no","liberal",6,"2","65plus","",0,0,0
"315","BC","410330658",NA,"English337",337,"y","hco_thankyou.php",NA,"19/03/2014","0:28:35","0:36:02","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2322,54321,1,3,10,7,4,8,3,3,10,8,3,8,10,4,10,4,4,1,5,5,10,6,3,8,2,2,10,9,3,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,2,NA,2,NA,4,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","V3W","no","no","CPC",3,"4","55to64","",0,0,0
"317","BC","410290413",NA,"English339",339,"y","hco_thankyou.php",NA,"19/03/2014","0:39:40","0:45:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",11,"English",2324,54321,6,2,8,9,3,9,5,2,9,10,7,1,4,2,1,8,3,9,1,3,1,7,7,9,3,3,8,2,2,9,"","","","","","","","","","","50to100",NA,NA,NA,NA,NA,NA,NA,NA,1,"walking along beach",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","V7H","no","no","noresponse",9,"4","55to64","",0,0,0
